level,label,TP,TP_FP,TP_FN,precision,recall,f1score
L3 Species,Bombus terrestris,342,360,352,0.95,0.9715909090909091,0.9606741573033708
L3 Species,Bombyliidae,0,5,0,0.0,1.0,0.0
L3 Species,Chorthippus,69,79,70,0.8734177215189873,0.9857142857142858,0.9261744966442954
L3 Species,Chrysididae,0,38,0,0.0,1.0,0.0
L3 Species,Chrysotoxum,0,1,0,0.0,1.0,0.0
L3 Species,Coccinella septempunctata,1456,1483,1485,0.9817936614969656,0.9804713804713805,0.9811320754716981
L3 Species,Coenonympha pamphilus,2,2,3,1.0,0.6666666666666666,0.8
L3 Species,Coleoptera,344,521,388,0.6602687140115163,0.8865979381443299,0.7568756875687568
L3 Species,Crabronidae,82,111,89,0.7387387387387387,0.9213483146067416,0.8200000000000001
L3 Species,Decticus verrucivorus,0,10,0,0.0,1.0,0.0
L3 Species,Dermaptera,72,94,85,0.7659574468085106,0.8470588235294118,0.8044692737430168
L3 Species,Diptera,895,918,1124,0.9749455337690632,0.7962633451957295,0.8765915768854065
L3 Species,Episyrphus balteatus,1655,1683,1742,0.9833630421865716,0.9500574052812859,0.9664233576642337
L3 Species,Eristalis,172,188,193,0.9148936170212766,0.8911917098445595,0.9028871391076115
L3 Species,Eupeodes,1069,1103,1110,0.9691749773345422,0.9630630630630631,0.9661093538183462
L3 Species,Eurimyia,0,4,0,0.0,1.0,0.0
L3 Species,Formidicidae,1580,1635,1769,0.9663608562691132,0.893159977388355,0.9283196239717978
L3 Species,Helophilus,83,99,87,0.8383838383838383,0.9540229885057471,0.8924731182795698
L3 Species,Hemiptera,310,696,315,0.4454022988505747,0.9841269841269841,0.6132542037586548
L3 Species,Herpetofauna,48,80,49,0.6,0.9795918367346939,0.7441860465116279
L3 Species,Hesperidae,26,27,26,0.9629629629629629,1.0,0.9811320754716981
L3 Species,Ichneumonidae,6,15,12,0.4,0.5,0.4444444444444445
L3 Species,Isopoda,125,135,132,0.9259259259259259,0.946969696969697,0.9363295880149815
L3 Species,Larvae,65,80,72,0.8125,0.9027777777777778,0.8552631578947368
L3 Species,Lepidoptera,9,13,13,0.6923076923076923,0.6923076923076923,0.6923076923076923
L3 Species,Lepidoptera_fw,18,35,33,0.5142857142857142,0.5454545454545454,0.5294117647058822
L3 Species,Lycaena phlaeas,2,2,2,1.0,1.0,1.0
L3 Species,Lycaenidae,2,2,3,1.0,0.6666666666666666,0.8
L3 Species,Maniola jurtina,23,26,23,0.8846153846153846,1.0,0.9387755102040816
L3 Species,Maniola jurtina_fw,40,55,45,0.7272727272727273,0.8888888888888888,0.7999999999999999
L3 Species,Megachilidae,717,736,899,0.9741847826086957,0.7975528364849833,0.8770642201834863
L3 Species,Melanargia galathea,0,0,0,1.0,1.0,1.0
L3 Species,Meliscaeva cinctella,4,10,4,0.4,1.0,0.5714285714285715
L3 Species,Milipedes,38,40,38,0.95,1.0,0.9743589743589743
L3 Species,Moths,159,170,167,0.9352941176470588,0.9520958083832335,0.9436201780415431
L3 Species,Myathropa florea,0,0,2,0.0,0.0,0.0
L3 Species,Nomada,1,16,1,0.0625,1.0,0.11764705882352941
L3 Species,Nymphalidae,0,0,0,1.0,1.0,1.0
L3 Species,Odonata,61,63,62,0.9682539682539683,0.9838709677419355,0.976
L3 Species,Odynerus spinipes,160,174,166,0.9195402298850575,0.963855421686747,0.9411764705882354
L3 Species,Omocestus viridulus,6,6,6,1.0,1.0,1.0
L3 Species,Orthoptera,6,6,6,1.0,1.0,1.0
L3 Species,Pholidoptera griseoaptera,9,16,11,0.5625,0.8181818181818182,0.6666666666666666
L3 Species,Pieridae,2,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
L3 Species,Platycheirus,173,318,176,0.5440251572327044,0.9829545454545454,0.7004048582995951
L3 Species,Pompilidae,54,62,86,0.8709677419354839,0.627906976744186,0.7297297297297297
L3 Species,Rhagonycha fulva,178,179,186,0.994413407821229,0.956989247311828,0.9753424657534246
L3 Species,Sarcophagidae,282,291,298,0.9690721649484536,0.9463087248322147,0.9575551782682513
L3 Species,Satyrinae_fw,3,5,14,0.6,0.21428571428571427,0.3157894736842105
L3 Species,Scaeva,16,27,17,0.5925925925925926,0.9411764705882353,0.7272727272727272
L3 Species,Scaeva pyrastri,28,32,50,0.875,0.56,0.6829268292682927
L3 Species,Slugs,269,285,359,0.9438596491228071,0.7493036211699164,0.8354037267080745
L3 Species,Snails,802,993,811,0.8076535750251762,0.9889025893958077,0.8891352549889135
L3 Species,Sphaerophoria scripta-complex,827,859,884,0.9627473806752037,0.9355203619909502,0.9489386115892139
L3 Species,Syritta pipiens,13,15,32,0.8666666666666667,0.40625,0.5531914893617021
L3 Species,Syrphidae,377,399,388,0.9448621553884712,0.9716494845360825,0.9580686149936468
L3 Species,Syrphus,3,17,5,0.17647058823529413,0.6,0.2727272727272727
L3 Species,Vegetation,481,545,871,0.8825688073394495,0.5522388059701493,0.6793785310734464
L3 Species,Vespidae,36,44,46,0.8181818181818182,0.782608695652174,0.8
L3 Species,Vespula vulgaris,253,267,256,0.947565543071161,0.98828125,0.9674952198852772
L3 Species,Xanthogramma,2,5,2,0.4,1.0,0.5714285714285715
L3 Species,Macro,227.7625,253.2,253.2,0.7267441506333363,0.8495037858702155,0.728284580879597
L3 Species,Micro,18221,20256,20256,0.8995359399684044,0.8995359399684044,0.8995359399684044
