level,label,TP,TP_FP,TP_FN,precision,recall,f1score
L3 Species,Apoidea small,89,102,98,0.8725490196078431,0.9081632653061225,0.89
L3 Species,Apoidea striped,76,87,84,0.8735632183908046,0.9047619047619048,0.8888888888888888
L3 Species,Aranaea,98,100,100,0.98,0.98,0.98
L3 Species,Birds,12,13,13,0.9230769230769231,0.9230769230769231,0.9230769230769231
L3 Species,Bombus,16,20,22,0.8,0.7272727272727273,0.761904761904762
L3 Species,Bombus hypnorum,8,14,10,0.5714285714285714,0.8,0.6666666666666666
L3 Species,Bombus lapidarius,114,115,122,0.991304347826087,0.9344262295081968,0.9620253164556962
L3 Species,Bombus pascuorum,12,13,14,0.9230769230769231,0.8571428571428571,0.888888888888889
L3 Species,Bombus sylvarum,18,19,18,0.9473684210526315,1.0,0.972972972972973
L3 Species,Bombus terrestris,199,204,201,0.9754901960784313,0.9900497512437811,0.9827160493827161
L3 Species,Bombyliidae,24,24,24,1.0,1.0,1.0
L3 Species,Chorthippus,39,48,49,0.8125,0.7959183673469388,0.8041237113402061
L3 Species,Chrysididae,38,38,39,1.0,0.9743589743589743,0.9870129870129869
L3 Species,Chrysotoxum,15,16,16,0.9375,0.9375,0.9375
L3 Species,Coccinella septempunctata,361,361,363,1.0,0.9944903581267218,0.9972375690607734
L3 Species,Coenonympha pamphilus,20,22,22,0.9090909090909091,0.9090909090909091,0.9090909090909091
L3 Species,Coleoptera,127,133,135,0.9548872180451128,0.9407407407407408,0.9477611940298507
L3 Species,Crabronidae,37,38,45,0.9736842105263158,0.8222222222222222,0.891566265060241
L3 Species,Decticus verrucivorus,9,16,10,0.5625,0.9,0.6923076923076923
L3 Species,Dermaptera,21,21,21,1.0,1.0,1.0
L3 Species,Diptera,21,24,23,0.875,0.9130434782608695,0.8936170212765957
L3 Species,Episyrphus balteatus,130,133,137,0.9774436090225563,0.948905109489051,0.9629629629629628
L3 Species,Eristalis,31,33,36,0.9393939393939394,0.8611111111111112,0.8985507246376813
L3 Species,Eupeodes,216,222,224,0.972972972972973,0.9642857142857143,0.968609865470852
L3 Species,Eurimyia,14,14,16,1.0,0.875,0.9333333333333333
L3 Species,Formidicidae,48,51,48,0.9411764705882353,1.0,0.9696969696969697
L3 Species,Helophilus,24,25,24,0.96,1.0,0.9795918367346939
L3 Species,Hemiptera,78,83,81,0.9397590361445783,0.9629629629629629,0.9512195121951219
L3 Species,Herpetofauna,4,7,5,0.5714285714285714,0.8,0.6666666666666666
L3 Species,Hesperidae,23,23,27,1.0,0.8518518518518519,0.92
L3 Species,Ichneumonidae,30,32,33,0.9375,0.9090909090909091,0.923076923076923
L3 Species,Isopoda,43,44,44,0.9772727272727273,0.9772727272727273,0.9772727272727273
L3 Species,Larvae,28,28,29,1.0,0.9655172413793104,0.9824561403508771
L3 Species,Lepidoptera,7,12,8,0.5833333333333334,0.875,0.7000000000000001
L3 Species,Lepidoptera_fw,4,12,13,0.3333333333333333,0.3076923076923077,0.32
L3 Species,Lycaena phlaeas,13,15,13,0.8666666666666667,1.0,0.9285714285714286
L3 Species,Lycaenidae,13,13,15,1.0,0.8666666666666667,0.9285714285714286
L3 Species,Maniola jurtina,30,33,33,0.9090909090909091,0.9090909090909091,0.9090909090909091
L3 Species,Maniola jurtina_fw,159,184,169,0.8641304347826086,0.9408284023668639,0.9008498583569405
L3 Species,Megachilidae,119,126,124,0.9444444444444444,0.9596774193548387,0.9520000000000001
L3 Species,Melanargia galathea,4,4,4,1.0,1.0,1.0
L3 Species,Meliscaeva cinctella,10,11,12,0.9090909090909091,0.8333333333333334,0.8695652173913043
L3 Species,Milipedes,8,10,9,0.8,0.8888888888888888,0.8421052631578948
L3 Species,Moths,10,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091
L3 Species,Myathropa florea,16,18,16,0.8888888888888888,1.0,0.9411764705882353
L3 Species,Nomada,19,25,21,0.76,0.9047619047619048,0.8260869565217391
L3 Species,Nymphalidae,1,1,2,1.0,0.5,0.6666666666666666
L3 Species,Odonata,25,25,26,1.0,0.9615384615384616,0.9803921568627451
L3 Species,Odynerus spinipes,126,129,127,0.9767441860465116,0.9921259842519685,0.9843749999999999
L3 Species,Omocestus viridulus,6,8,7,0.75,0.8571428571428571,0.7999999999999999
L3 Species,Orthoptera,11,15,12,0.7333333333333333,0.9166666666666666,0.8148148148148148
L3 Species,Pholidoptera griseoaptera,16,17,18,0.9411764705882353,0.8888888888888888,0.9142857142857143
L3 Species,Pieridae,12,13,13,0.9230769230769231,0.9230769230769231,0.9230769230769231
L3 Species,Platycheirus,18,22,20,0.8181818181818182,0.9,0.8571428571428572
L3 Species,Pompilidae,28,34,32,0.8235294117647058,0.875,0.8484848484848485
L3 Species,Rhagonycha fulva,65,67,68,0.9701492537313433,0.9558823529411765,0.962962962962963
L3 Species,Sarcophagidae,38,40,41,0.95,0.926829268292683,0.9382716049382716
L3 Species,Satyrinae_fw,43,51,64,0.8431372549019608,0.671875,0.7478260869565218
L3 Species,Scaeva,13,19,14,0.6842105263157895,0.9285714285714286,0.7878787878787878
L3 Species,Scaeva pyrastri,13,14,18,0.9285714285714286,0.7222222222222222,0.8125000000000001
L3 Species,Slugs,51,51,59,1.0,0.864406779661017,0.9272727272727274
L3 Species,Snails,85,91,85,0.9340659340659341,1.0,0.9659090909090909
L3 Species,Sphaerophoria scripta-complex,36,39,41,0.9230769230769231,0.8780487804878049,0.9
L3 Species,Syritta pipiens,24,26,25,0.9230769230769231,0.96,0.9411764705882353
L3 Species,Syrphidae,8,20,13,0.4,0.6153846153846154,0.4848484848484849
L3 Species,Syrphus,13,14,16,0.9285714285714286,0.8125,0.8666666666666666
L3 Species,Vegetation,280,284,286,0.9859154929577465,0.9790209790209791,0.9824561403508772
L3 Species,Vespidae,30,30,31,1.0,0.967741935483871,0.9836065573770492
L3 Species,Vespula vulgaris,75,76,78,0.9868421052631579,0.9615384615384616,0.974025974025974
L3 Species,Xanthogramma,10,12,10,0.8333333333333334,1.0,0.9090909090909091
L3 Species,Macro,53.1,56.4625,56.4625,0.8900830239339468,0.896685608093614,0.889006164342341
L3 Species,Micro,4248,4517,4517,0.9404471994686739,0.9404471994686739,0.9404471994686739
