level,label,TP,TP_FP,TP_FN,precision,recall,f1score
L3 Species,Satyrinae_fw,3,5,14,0.6,0.21428571428571427,0.3157894736842105
L3 Species,Scaeva,15,22,17,0.6818181818181818,0.8823529411764706,0.7692307692307693
L3 Species,Scaeva pyrastri,36,40,50,0.9,0.72,0.7999999999999999
L3 Species,Slugs,248,266,359,0.9323308270676691,0.6908077994428969,0.7936
L3 Species,Snails,809,996,811,0.8122489959839357,0.9975339087546239,0.8954067515218594
L3 Species,Sphaerophoria scripta-complex,838,849,884,0.9870435806831567,0.9479638009049773,0.9671090594345065
L3 Species,Syritta pipiens,11,14,32,0.7857142857142857,0.34375,0.4782608695652174
L3 Species,Syrphidae,377,392,388,0.9617346938775511,0.9716494845360825,0.9666666666666668
L3 Species,Syrphus,5,14,5,0.35714285714285715,1.0,0.5263157894736842
L3 Species,Vegetation,423,437,871,0.9679633867276888,0.4856486796785304,0.646788990825688
L3 Species,Vespidae,38,44,46,0.8636363636363636,0.8260869565217391,0.8444444444444444
L3 Species,Vespula vulgaris,248,257,256,0.9649805447470817,0.96875,0.9668615984405458
L3 Species,Xanthogramma,2,3,2,0.6666666666666666,1.0,0.8
L3 Species,Macro,233.3125,253.2,253.2,0.7578296399270668,0.8889430818971717,0.7591842536288628
L3 Species,Micro,18665,20256,20256,0.9214553712480252,0.9214553712480252,0.9214553712480252
